mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
249	249	4031/2	4031/2	0.5	7/8	7/8	Chord	4/2	18	1	1/8	1/8	1	2366	be-									
249	249	2016	2016	2.0	1	1	Chord	4/2	18	1	1/2	1/2	1	2367	-le-									
249	249	2018	2018	2.0	3/2	3/2	Chord	4/2	18	1	1/2	1/2	1	2368	-zza									
249	249	2012	2012	4.0	0	0	Chord	4/2	21	1	1	1	1	2369										
249	249	2016	2016	4.0	1	1	Chord	4/2	21	1	1	1	1	2370										
250	250	4041/2	4041/2	0.5	1/8	1/8	Chord	4/2	18	1	1/8	1/8	1	2371	Si-									
250	250	2021	2021	0.5	1/4	1/4	Chord	4/2	18	1	1/8	1/8	1	2372	-chia-									
250	250	4043/2	4043/2	0.5	3/8	3/8	Chord	4/2	18	1	1/8	1/8	1	2373	-ri									
250	250	2022	2022	1.5	1/2	1/2	Chord	4/2	18	1	3/8	1/4	3/2	2374	pregi-									
250	250	4047/2	4047/2	0.5	7/8	7/8	Chord	4/2	18	1	1/8	1/8	1	2375	-ha									
250	250	2024	2024	2.0	1	1	Chord	4/2	18	1	1/2	1/2	1	2376	ue-									
250	250	2026	2026	1.0	3/2	3/2	Chord	4/2	18	1	1/4	1/4	1	2377	-te									
250	250	2027	2027	1.0	7/4	7/4	Chord	4/2	18	1	1/4	1/4	1	2378	Mi-									
250	250	2020	2020	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2379										
250	250	2022	2022	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2380										
250	250	2024	2024	0.0	1	1	FiguredBass	4/2	21	1	0											2	#	
250	250	2024	2024	4.0	1	1	Chord	4/2	21	1	1	1	1	2381										
251	251	2028	2028	1.5	0	0	Chord	4/2	18	1	3/8	1/4	3/2	2382	-ra									
251	251	4059/2	4059/2	0.5	3/8	3/8	Chord	4/2	18	1	1/8	1/8	1	2383	te-									
251	251	2030	2030	1.5	1/2	1/2	Chord	4/2	18	1	3/8	1/4	3/2	2384	-do-									
251	251	4063/2	4063/2	0.5	7/8	7/8	Chord	4/2	18	1	1/8	1/8	1	2385	-nne									
251	251	2032	2032	2.0	1	1	Chord	4/2	18	1	1/2	1/2	1	2386	mie									
251	251	2034	2034	2.0	3/2	3/2	Chord	4/2	18	1	1/2	1/2	1	2387	quel									
251	251	2028	2028	4.0	0	0	Chord	4/2	21	1	1	1	1	2388										
251	251	2032	2032	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
251	251	2032	2032	4.0	1	1	Chord	4/2	21	1	1	1	1	2389										
252	252	2036	2036	1.0	0	0	Chord	4/2	18	1	1/4	1/4	1	2390										
252	252	2037	2037	0.5	1/4	1/4	Chord	4/2	18	1	1/8	1/8	1	2391	che									
252	252	4075/2	4075/2	0.5	3/8	3/8	Chord	4/2	18	1	1/8	1/8	1	2392	yni									
252	252	2038	2038	2.0	1/2	1/2	Chord	4/2	18	1	1/2	1/2	1	2393	fe-									
252	252	2040	2040	4.0	1	1	Chord	4/2	18	1	1	1	1	2394	-re									
252	252	2036	2036	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2395										
252	252	2038	2038	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
252	252	2038	2038	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2396										
252	252	2040	2040	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
252	252	2040	2040	4.0	1	1	Chord	4/2	21	1	1	1	1	2397										
253	253	2044	2044	3.0	0	0	Chord	4/2	19	1	3/4	1/2	3/2	2398	Cru-									
253	253	2047	2047	1.0	3/4	3/4	Chord	4/2	19	1	1/4	1/4	1	2399	-da									
253	253	2048	2048	2.0	1	1	Chord	4/2	19	1	1/2	1/2	1	2400	mor-									
253	253	2050	2050	2.0	3/2	3/2	Chord	4/2	19	1	1/2	1/2	1	2401	-te									
253	253	2044	2044	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2402										
253	253	2046	2046	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	6	
253	253	2046	2046	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2403										
253	253	2048	2048	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
253	253	2048	2048	4.0	1	1	Chord	4/2	21	1	1	1	1	2404										
254	254	2053	2053	2.0	1/4	1/4	Chord	4/2	19	1	1/2	1/2	1	2405	hai									
254	254	2055	2055	0.5	3/4	3/4	Chord	4/2	19	1	1/8	1/8	1	2406	pur									
254	254	4111/2	4111/2	0.5	7/8	7/8	Chord	4/2	19	1	1/8	1/8	1	2407	po									
254	254	2056	2056	2.0	1	1	Chord	4/2	19	1	1/2	1/2	1	2408	tef-									
254	254	2058	2058	1.0	3/2	3/2	Chord	4/2	19	1	1/4	1/4	1	2409	-ti									
254	254	2059	2059	0.5	7/4	7/4	Chord	4/2	19	1	1/8	1/8	1	2410	Of-									
254	254	4119/2	4119/2	0.5	15/8	15/8	Chord	4/2	19	1	1/8	1/8	1	2411	-cu-									
254	254	2052	2052	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
254	254	2052	2052	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2412										
254	254	2054	2054	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2413										
254	254	2056	2056	0.0	1	1	FiguredBass	4/2	21	1	0											3/4	#	
254	254	2056	2056	3.0	1	1	Chord	4/2	21	1	3/4	1/2	3/2	2414										
254	254	2059	2059	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	6	
254	254	2059	2059	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	2415										
255	255	2060	2060	3.0	0	0	Chord	4/2	19	1	3/4	1/2	3/2	2416	-rar									
255	255	2063	2063	1.0	3/4	3/4	Chord	4/2	19	1	1/4	1/4	1	2417	fi									
255	255	2064	2064	1.5	1	1	Chord	4/2	19	1	3/8	1/4	3/2	2418	dol									
255	255	4131/2	4131/2	0.5	11/8	11/8	Chord	4/2	19	1	1/8	1/8	1	2419	ci									
255	255	2066	2066	2.0	3/2	3/2	Chord	4/2	19	1	1/2	1/2	1	2420	lam-									
255	255	2060	2060	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2421										
255	255	2062	2062	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2422										
255	255	2064	2064	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
255	255	2064	2064	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2423										
255	255	2066	2066	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1	#	
255	255	2066	2066	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2424										
256	256	2068	2068	2.0	0	0	Chord	4/2	19	1	1/2	1/2	1	2425	-pi									
256	256	2070	2070	1.0	1/2	1/2	Chord	4/2	19	1	1/4	1/4	1	2426	Sof-									
256	256	2071	2071	1.0	3/4	3/4	Chord	4/2	19	1	1/4	1/4	1	2427	-pi									
256	256	2072	2072	2.0	1	1	Chord	4/2	19	1	1/2	1/2	1	2428	ra									
256	256	2074	2074	0.5	3/2	3/2	Chord	4/2	19	1	1/8	1/8	1	2429										
256	256	4149/2	4149/2	0.5	13/8	13/8	Chord	4/2	19	1	1/8	1/8	1	2430										
256	256	2075	2075	1.0	7/4	7/4	Chord	4/2	19	1	1/4	1/4	1	2431										
256	256	2068	2068	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2432										
256	256	2070	2070	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
256	256	2070	2070	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2433										
256	256	2072	2072	0.0	1	1	FiguredBass	4/2	21	1	0											1	6	
256	256	2072	2072	4.0	1	1	Chord	4/2	21	1	1	1	1	2434										
257	257	2076	2076	2.0	0	0	Chord	4/2	19	1	1/2	1/2	1	2435	te									
257	257	2078	2078	1.0	1/2	1/2	Chord	4/2	19	1	1/4	1/4	1	2436	Sof-									
257	257	2079	2079	1.0	3/4	3/4	Chord	4/2	19	1	1/4	1/4	1	2437	-pi									
257	257	2080	2080	2.0	1	1	Chord	4/2	19	1	1/2	1/2	1	2438	ra-									
257	257	2082	2082	2.0	3/2	3/2	Chord	4/2	19	1	1/2	1/2	1	2439	-te									
257	257	2076	2076	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
257	257	2076	2076	6.0	0	0	Chord	4/2	21	1	3/2	1	3/2	2440										
257	257	2082	2082	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2441										
258	258	2084	2084	1.5	0	0	Chord	4/2	19	1	3/8	1/4	3/2	2442	aure									
258	258	4171/2	4171/2	0.5	3/8	3/8	Chord	4/2	19	1	1/8	1/8	1	2443	ce-									
258	258	2086	2086	2.0	1/2	1/2	Chord	4/2	19	1	1/2	1/2	1	2444	-le									
258	258	2088	2088	2.0	1	1	Chord	4/2	19	1	1/2	1/2	1	2445	fti									
258	258	2090	2090	1.0	3/2	3/2	Chord	4/2	19	1	1/4	1/4	1	2446	Lac-									
258	258	2091	2091	1.0	7/4	7/4	Chord	4/2	19	1	1/4	1/4	1	2447	-ri-									
258	258	2084	2084	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2448										
258	258	2086	2086	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
258	258	2086	2086	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2449										
258	258	2088	2088	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
258	258	2088	2088	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2450										
258	258	2090	2090	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	6	
258	258	2090	2090	1.0	3/2	3/2	Chord	4/2	21	1	1/4	1/4	1	2451										
258	258	2091	2091	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	5	
258	258	2091	2091	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	2452										
259	259	2092	2092	3.0	0	0	Chord	4/2	19	1	3/4	1/2	3/2	2453	-mate,o									
259	259	2095	2095	1.0	3/4	3/4	Chord	4/2	19	1	1/4	1/4	1	2454	fe-									
259	259	2096	2096	1.5	1	1	Chord	4/2	19	1	3/8	1/4	3/2	2455	-lue,									
259	259	4195/2	4195/2	0.5	11/8	11/8	Chord	4/2	19	1	1/8	1/8	1	2456	o									
259	259	2098	2098	2.0	3/2	3/2	Chord	4/2	19	1	1/2	1/2	1	2457	cam-									
259	259	2092	2092	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2458										
259	259	2094	2094	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2459										
259	259	2096	2096	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
259	259	2096	2096	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2460										
259	259	2098	2098	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
259	259	2098	2098	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2461										
260	260	2100	2100	2.0	0	0	Chord	4/2	19	1	1/2	1/2	1	2462	-pi									
260	260	2103	2103	1.0	3/4	3/4	Chord	4/2	19	1	1/4	1/4	1	2463	Sof-									
260	260	2104	2104	1.0	1	1	Chord	4/2	19	1	1/4	1/4	1	2464										
260	260	2105	2105	1.0	5/4	5/4	Chord	4/2	19	1	1/4	1/4	1	2465	-pi									
260	260	2106	2106	2.0	3/2	3/2	Chord	4/2	19	1	1/2	1/2	1	2466	ra									
260	260	2100	2100	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
260	260	2100	2100	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2467										
260	260	2102	2102	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2468										
260	260	2104	2104	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
260	260	2104	2104	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2469										
260	260	2106	2106	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	7	
260	260	2106	2106	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2470										
260	260	2107	2107	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	6	
261	261	2108	2108	2.0	0	0	Chord	4/2	9	1	1/2	1/2	1	2471	te									
261	261	2110	2110	1.0	1/2	1/2	Chord	4/2	9	1	1/4	1/4	1	2472	Sof-									
261	261	2111	2111	1.0	3/4	3/4	Chord	4/2	9	1	1/4	1/4	1	2473	-pi-									
261	261	2112	2112	4.0	1	1	Chord	4/2	9	1	1	1	1	2474	-rate									
261	261	2110	2110	1.0	1/2	1/2	Chord	4/2	10	1	1/4	1/4	1	2475	Sof-									
261	261	2111	2111	1.0	3/4	3/4	Chord	4/2	10	1	1/4	1/4	1	2476	-pi-									
261	261	2112	2112	4.0	1	1	Chord	4/2	10	1	1	1	1	2477	-rate									
261	261	2110	2110	1.0	1/2	1/2	Chord	4/2	11	1	1/4	1/4	1	2478	Sof-									
261	261	2111	2111	1.0	3/4	3/4	Chord	4/2	11	1	1/4	1/4	1	2479	-pi-									
261	261	2112	2112	4.0	1	1	Chord	4/2	11	1	1	1	1	2480	-rate									
261	261	2110	2110	1.0	1/2	1/2	Chord	4/2	12	1	1/4	1/4	1	2481	Sof-									
261	261	2111	2111	1.0	3/4	3/4	Chord	4/2	12	1	1/4	1/4	1	2482	-pi-									
261	261	2112	2112	4.0	1	1	Chord	4/2	12	1	1	1	1	2483	-rate									
261	261	2108	2108	2.0	0	0	Chord	4/2	13	1	1/2	1/2	1	2484										
261	261	2110	2110	1.0	1/2	1/2	Chord	4/2	13	1	1/4	1/4	1	2485	Sof-									
261	261	2111	2111	1.0	3/4	3/4	Chord	4/2	13	1	1/4	1/4	1	2486	-pi-									
261	261	2112	2112	4.0	1	1	Chord	4/2	13	1	1	1	1	2487	-rate									
262	262	2116	2116	2.0	0	0	Chord	4/2	9	1	1/2	1/2	1	2488	au									
262	262	2118	2118	1.5	1/2	1/2	Chord	4/2	9	1	3/8	1/4	3/2	2489	re									
262	262	4239/2	4239/2	0.5	7/8	7/8	Chord	4/2	9	1	1/8	1/8	1	2490	ce-									
262	262	2120	2120	2.0	1	1	Chord	4/2	9	1	1/2	1/2	1	2491	-le									
262	262	2122	2122	2.0	3/2	3/2	Chord	4/2	9	1	1/2	1/2	1	2492	fti									
262	262	2116	2116	2.0	0	0	Chord	4/2	10	1	1/2	1/2	1	2493	au									
262	262	2118	2118	1.5	1/2	1/2	Chord	4/2	10	1	3/8	1/4	3/2	2494	re									
262	262	4239/2	4239/2	0.5	7/8	7/8	Chord	4/2	10	1	1/8	1/8	1	2495	ce-									
262	262	2120	2120	2.0	1	1	Chord	4/2	10	1	1/2	1/2	1	2496	-le									
262	262	2122	2122	2.0	3/2	3/2	Chord	4/2	10	1	1/2	1/2	1	2497	fti									
262	262	2116	2116	2.0	0	0	Chord	4/2	11	1	1/2	1/2	1	2498	au									
262	262	2118	2118	1.0	1/2	1/2	Chord	4/2	11	1	1/4	1/4	1	2499	re									
262	262	2119	2119	1.0	3/4	3/4	Chord	4/2	11	1	1/4	1/4	1	2500	ce-									
262	262	2120	2120	2.0	1	1	Chord	4/2	11	1	1/2	1/2	1	2501	-le									
262	262	2122	2122	2.0	3/2	3/2	Chord	4/2	11	1	1/2	1/2	1	2502	fti									
262	262	2116	2116	2.0	0	0	Chord	4/2	12	1	1/2	1/2	1	2503	au									
262	262	2118	2118	1.0	1/2	1/2	Chord	4/2	12	1	1/4	1/4	1	2504	re									
262	262	2119	2119	1.0	3/4	3/4	Chord	4/2	12	1	1/4	1/4	1	2505	ce-									
262	262	2120	2120	2.0	1	1	Chord	4/2	12	1	1/2	1/2	1	2506	-le									
262	262	2122	2122	2.0	3/2	3/2	Chord	4/2	12	1	1/2	1/2	1	2507	fti									
262	262	2116	2116	2.0	0	0	Chord	4/2	13	1	1/2	1/2	1	2508	au									
262	262	2118	2118	1.0	1/2	1/2	Chord	4/2	13	1	1/4	1/4	1	2509	re									
262	262	2119	2119	1.0	3/4	3/4	Chord	4/2	13	1	1/4	1/4	1	2510	ce-									
262	262	2120	2120	2.0	1	1	Chord	4/2	13	1	1/2	1/2	1	2511	-le									
262	262	2122	2122	2.0	3/2	3/2	Chord	4/2	13	1	1/2	1/2	1	2512	fti									
263	263	2126	2126	1.0	1/2	1/2	Chord	4/2	9	1	1/4	1/4	1	2513	Lag-									
263	263	2127	2127	1.0	3/4	3/4	Chord	4/2	9	1	1/4	1/4	1	2514	-ri-									
263	263	2128	2128	3.0	1	1	Chord	4/2	9	1	3/4	1/2	3/2	2515	-ma									
263	263	2131	2131	1.0	7/4	7/4	Chord	4/2	9	1	1/4	1/4	1	2516	te,o									
263	263	2126	2126	1.0	1/2	1/2	Chord	4/2	10	1	1/4	1/4	1	2517	Lag-									
263	263	2127	2127	1.0	3/4	3/4	Chord	4/2	10	1	1/4	1/4	1	2518	-ri-									
263	263	2128	2128	3.0	1	1	Chord	4/2	10	1	3/4	1/2	3/2	2519	-ma									
263	263	2131	2131	1.0	7/4	7/4	Chord	4/2	10	1	1/4	1/4	1	2520	te,o									
263	263	2126	2126	1.0	1/2	1/2	Chord	4/2	11	1	1/4	1/4	1	2521	Lag-									
263	263	2127	2127	1.0	3/4	3/4	Chord	4/2	11	1	1/4	1/4	1	2522	-ri-									
263	263	2128	2128	2.0	1	1	Chord	4/2	11	1	1/2	1/2	1	2523	-ma									
263	263	2130	2130	2.0	3/2	3/2	Chord	4/2	11	1	1/2	1/2	1	2524	te,o									
263	263	2126	2126	1.0	1/2	1/2	Chord	4/2	12	1	1/4	1/4	1	2525	Lag-									
263	263	2127	2127	1.0	3/4	3/4	Chord	4/2	12	1	1/4	1/4	1	2526	-ri-									
263	263	2128	2128	2.0	1	1	Chord	4/2	12	1	1/2	1/2	1	2527	-ma									
263	263	2130	2130	2.0	3/2	3/2	Chord	4/2	12	1	1/2	1/2	1	2528	te,o									
263	263	2126	2126	1.0	1/2	1/2	Chord	4/2	13	1	1/4	1/4	1	2529	Lag-									
263	263	2127	2127	1.0	3/4	3/4	Chord	4/2	13	1	1/4	1/4	1	2530	-ri-									
263	263	2128	2128	2.0	1	1	Chord	4/2	13	1	1/2	1/2	1	2531	-ma									
263	263	2130	2130	2.0	3/2	3/2	Chord	4/2	13	1	1/2	1/2	1	2532	te,o									
264	264	2132	2132	3.0	0	0	Chord	4/2	9	1	3/4	1/2	3/2	2533	felue,									
264	264	2135	2135	1.0	3/4	3/4	Chord	4/2	9	1	1/4	1/4	1	2534	o									
264	264	2136	2136	2.0	1	1	Chord	4/2	9	1	1/2	1/2	1	2535	cam-									
264	264	2138	2138	2.0	3/2	3/2	Chord	4/2	9	1	1/2	1/2	1	2536	-pi									
264	264	2132	2132	2.0	0	0	Chord	4/2	10	1	1/2	1/2	1	2537	felue,									
264	264	2134	2134	2.0	1/2	1/2	Chord	4/2	10	1	1/2	1/2	1	2538	o									
264	264	2136	2136	2.0	1	1	Chord	4/2	10	1	1/2	1/2	1	2539	cam-									
264	264	2138	2138	2.0	3/2	3/2	Chord	4/2	10	1	1/2	1/2	1	2540	-pi									
264	264	2132	2132	3.0	0	0	Chord	4/2	11	1	3/4	1/2	3/2	2541	felue,									
264	264	2135	2135	1.0	3/4	3/4	Chord	4/2	11	1	1/4	1/4	1	2542	o									
264	264	2136	2136	2.0	1	1	Chord	4/2	11	1	1/2	1/2	1	2543	cam-									
264	264	2138	2138	2.0	3/2	3/2	Chord	4/2	11	1	1/2	1/2	1	2544	-pi									
264	264	2132	2132	3.0	0	0	Chord	4/2	12	1	3/4	1/2	3/2	2545	felue,									
264	264	2135	2135	1.0	3/4	3/4	Chord	4/2	12	1	1/4	1/4	1	2546	o									
264	264	2136	2136	2.0	1	1	Chord	4/2	12	1	1/2	1/2	1	2547	cam-									
264	264	2138	2138	2.0	3/2	3/2	Chord	4/2	12	1	1/2	1/2	1	2548	-pi									
264	264	2132	2132	3.0	0	0	Chord	4/2	13	1	3/4	1/2	3/2	2549	felue,									
264	264	2135	2135	1.0	3/4	3/4	Chord	4/2	13	1	1/4	1/4	1	2550	o									
264	264	2136	2136	2.0	1	1	Chord	4/2	13	1	1/2	1/2	1	2551	cam-									
264	264	2138	2138	2.0	3/2	3/2	Chord	4/2	13	1	1/2	1/2	1	2552	-pi									
265	265	2140	2140	1.0	0	0	Chord	4/2	7	1	1/4	1/4	1	2553	Quel									
265	265	2141	2141	1.0	1/4	1/4	Chord	4/2	7	1	1/4	1/4	1	2554	bel									
265	265	2142	2142	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	2555	volt									
265	265	2144	2144	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	2556	'al-									
265	265	2145	2145	0.5	5/4	5/4	Chord	4/2	7	1	1/8	1/8	1	2557	-mo									
265	265	4291/2	4291/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	2558	fio-									
265	265	2146	2146	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	2559	-ri									
265	265	2140	2140	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
265	265	2140	2140	4.0	0	0	Chord	4/2	21	1	1	1	1	2560										
265	265	2144	2144	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2561										
265	265	2146	2146	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2562										
266	266	2148	2148	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	2563	to									
266	266	2151	2151	0.5	3/4	3/4	Chord	4/2	7	1	1/8	1/8	1	2564	Doue									
266	266	4303/2	4303/2	0.5	7/8	7/8	Chord	4/2	7	1	1/8	1/8	1	2565	a-									
266	266	2152	2152	3.0	1	1	Chord	4/2	7	1	3/4	1/2	3/2	2566	-mor									
266	266	2155	2155	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	2567	fuo									
266	266	2148	2148	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2568										
266	266	2150	2150	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2569										
266	266	2152	2152	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2570										
266	266	2154	2154	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2571										
267	267	2156	2156	1.5	0	0	Chord	4/2	7	1	3/8	1/4	3/2	2572	fe-									
267	267	4315/2	4315/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	2573	-ggio									
267	267	2158	2158	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	2574	po-									
267	267	2160	2160	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	2575	-fe									
267	267	2162	2162	1.0	3/2	3/2	Chord	4/2	7	1	1/4	1/4	1	2576	Pur									
267	267	2163	2163	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	2577	la-									
267	267	2156	2156	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2578										
267	267	2158	2158	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2579										
267	267	2160	2160	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2580										
267	267	2162	2162	1.0	3/2	3/2	Chord	4/2	21	1	1/4	1/4	1	2581										
267	267	2163	2163	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	2582										
268	268	2164	2164	3.0	0	0	Chord	4/2	7	1	3/4	1/2	3/2	2583	-fei-									
268	268	2167	2167	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	2584	-afte									
268	268	2168	2168	1.5	1	1	Chord	4/2	7	1	3/8	1/4	3/2	2585	fco-									
268	268	4339/2	4339/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	2586	-lo									
268	268	2170	2170	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	2587	ri									
268	268	2164	2164	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	2588										
268	268	2167	2167	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	2589										
268	268	2168	2168	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	2590										
268	268	2169	2169	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	6	
268	268	2169	2169	1.0	5/4	5/4	Chord	4/2	21	1	1/4	1/4	1	2591										
268	268	2170	2170	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2592										
269	269	2172	2172	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	2593	to									
269	269	2174	2174	1.0	1/2	1/2	Chord	4/2	7	1	1/4	1/4	1	2594	Sen-									
269	269	2175	2175	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	2595	-za									
269	269	2176	2176	1.5	1	1	Chord	4/2	7	1	3/8	1/4	3/2	2596	gi									
269	269	4355/2	4355/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	2597										
269	269	2178	2178	1.0	3/2	3/2	Chord	4/2	7	1	1/4	1/4	1	2598	gli-									
269	269	2179	2179	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	2599	-e									
269	269	2172	2172	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2600										
269	269	2174	2174	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	6	
269	269	2174	2174	1.0	1/2	1/2	Chord	4/2	21	1	1/4	1/4	1	2601										
269	269	2175	2175	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	2602										
269	269	2176	2176	3.0	1	1	Chord	4/2	21	1	3/4	1/2	3/2	2603										
269	269	2179	2179	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	6	
269	269	2179	2179	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	2604										
270	270	2180	2180	1.5	0	0	Chord	4/2	7	1	3/8	1/4	3/2	2605	fen-									
270	270	4363/2	4363/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	2606	-za									
270	270	2182	2182	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	2607	ro-									
270	270	2184	2184	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	2608	-fe									
270	270	2186	2186	1.0	3/2	3/2	Chord	4/2	7	1	1/4	1/4	1	2609	fof-									
270	270	2187	2187	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	2610	-pi-									
270	270	2180	2180	0.0	0	0	FiguredBass	4/2	21	1	0											1/4	4	
270	270	2180	2180	1.0	0	0	Chord	4/2	21	1	1/4	1/4	1	2611										
270	270	2181	2181	0.0	1/4	1/4	FiguredBass	4/2	21	1	0											1/4	#	
270	270	2181	2181	1.0	1/4	1/4	Chord	4/2	21	1	1/4	1/4	1	2612										
270	270	2182	2182	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
270	270	2182	2182	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2613										
270	270	2184	2184	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
270	270	2184	2184	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2614										
270	270	2186	2186	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
270	270	2186	2186	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2615										
271	271	2188	2188	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	2616	-ra									
