mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	slur
58	56	421	421	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	11	
58	56	422	422	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	#	
59	57	423	423	4.0	0	0	Chord	4/2	1	1	1	1	1	561	-tti									
59	57	427	427	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	562	Qual-									
59	57	428	428	0.5	5/4	5/4	Chord	4/2	7	1	1/8	1/8	1	563	-in									
59	57	857/2	857/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	564	si									
59	57	429	429	1.5	3/2	3/2	Chord	4/2	7	1	3/8	1/4	3/2	565	ro-									
59	57	861/2	861/2	0.5	15/8	15/8	Chord	4/2	7	1	1/8	1/8	1	566	-zzo									
59	57	423	423	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
59	57	423	423	4.0	0	0	Chord	4/2	21	1	1	1	1	567										
59	57	427	427	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
59	57	427	427	4.0	1	1	Chord	4/2	21	1	1	1	1	568										
60	58	431	431	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	569	co-									
60	58	433	433	1.0	1/2	1/2	Chord	4/2	7	1	1/4	1/4	1	570	-re									
60	58	434	434	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	571	al-									
60	58	435	435	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	572	-ber									
60	58	437	437	1.0	3/2	3/2	Chord	4/2	7	1	1/4	1/4	1	573	ghaal									
60	58	438	438	0.5	7/4	7/4	Chord	4/2	7	1	1/8	1/8	1	574	ma-									
60	58	877/2	877/2	0.5	15/8	15/8	Chord	4/2	7	1	1/8	1/8	1	575	-si									
60	58	431	431	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
60	58	431	431	4.0	0	0	Chord	4/2	21	1	1	1	1	576										
60	58	435	435	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
60	58	435	435	4.0	1	1	Chord	4/2	21	1	1	1	1	577										
61	59	439	439	1.0	0	0	Chord	4/2	7	1	1/4	1/4	1	578	fe-									
61	59	440	440	1.0	1/4	1/4	Chord	4/2	7	1	1/4	1/4	1	579	-ra									
61	59	442	442	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	580	al-									
61	59	443	443	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	581										
61	59	444	444	0.5	5/4	5/4	Chord	4/2	7	1	1/8	1/8	1	582	-ma									
61	59	889/2	889/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	583	si									
61	59	445	445	1.0	3/2	3/2	Chord	4/2	7	1	1/4	1/4	1	584	du-									
61	59	446	446	1.0	7/4	7/4	Chord	4/2	7	1	1/4	1/4	1	585	-ra,									
61	59	439	439	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	586										
61	59	441	441	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	587										
61	59	443	443	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	b	
61	59	443	443	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	588										
61	59	445	445	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	6	
61	59	445	445	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	589										
61	59	446	446	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	5	
62	60	895/2	895/2	0.5	1/8	1/8	Chord	4/2	7	1	1/8	1/8	1	590	Che-									
62	60	448	448	0.5	1/4	1/4	Chord	4/2	7	1	1/8	1/8	1	591	-di									
62	60	897/2	897/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	592	si									
62	60	449	449	1.5	1/2	1/2	Chord	4/2	7	1	3/8	1/4	3/2	593	bell									
62	60	901/2	901/2	0.5	7/8	7/8	Chord	4/2	7	1	1/8	1/8	1	594	a-									
62	60	451	451	2.0	1	1	Chord	4/2	7	1	1/2	1/2	1	595	-mor									
62	60	453	453	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	596	l'al-									
62	60	447	447	4.0	0	0	Chord	4/2	21	1	1	1	1	597										
62	60	451	451	4.0	1	1	Chord	4/2	21	1	1	1	1	598										
63	61	456	456	0.5	1/4	1/4	Chord	4/2	7	1	1/8	1/8	1	599	-ta									
63	61	913/2	913/2	0.5	3/8	3/8	Chord	4/2	7	1	1/8	1/8	1	600	ven-									
63	61	457	457	1.0	1/2	1/2	Chord	4/2	7	1	1/4	1/4	1	601	-tu-									
63	61	458	458	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	602	-ra									
63	61	460	460	1.0	5/4	5/4	Chord	4/2	7	1	1/4	1/4	1	603	Non									
63	61	461	461	0.5	3/2	3/2	Chord	4/2	7	1	1/8	1/8	1	604	col-									
63	61	923/2	923/2	0.5	13/8	13/8	Chord	4/2	7	1	1/8	1/8	1	605	-mi									
63	61	462	462	0.5	7/4	7/4	Chord	4/2	7	1	1/8	1/8	1	606	di									
63	61	925/2	925/2	0.5	15/8	15/8	Chord	4/2	7	1	1/8	1/8	1	607	dile-									
63	61	455	455	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	b	
63	61	455	455	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	608										
63	61	457	457	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
63	61	457	457	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	609										
63	61	459	459	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
63	61	459	459	4.0	1	1	Chord	4/2	21	1	1	1	1	610										
64	62	463	463	3.0	0	0	Chord	4/2	7	1	3/4	1/2	3/2	611	-tto,									
64	62	466	466	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	612	e									
64	62	467	467	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	613	di									
64	62	468	468	1.0	5/4	5/4	Chord	4/2	7	1	1/4	1/4	1	614	dol-									
64	62	469	469	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	615	-ce-									
64	62	463	463	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	616										
64	62	465	465	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	617										
64	62	467	467	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
64	62	467	467	4.0	1	1	Chord	4/2	21	1	1	1	1	618										
65	63	471	471	4.0	0	0	Chord	4/2	7	1	1	1	1	619	-zza									
65	63	475	475	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	620	Cre-									
65	63	476	476	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	621	-di									
65	63	477	477	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	622	Nin-									
65	63	478	478	0.5	7/4	7/4	Chord	4/2	14	1	1/8	1/8	1	623	-fa									
65	63	957/2	957/2	0.5	15/8	15/8	Chord	4/2	14	1	1/8	1/8	1	624	gen-									
65	63	471	471	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
65	63	471	471	4.0	0	0	Chord	4/2	21	1	1	1	1	625										
65	63	475	475	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	626										
65	63	477	477	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	627										
66	64	479	479	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	628	-ti-									
66	64	481	481	2.0	1/2	1/2	Chord	4/2	14	1	1/2	1/2	1	629	-le									
66	64	483	483	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	630	pre-									
66	64	484	484	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	631	-gio									
66	64	485	485	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	632	d'og-									
66	64	486	486	0.5	7/4	7/4	Chord	4/2	14	1	1/8	1/8	1	633	-gni-									
66	64	973/2	973/2	0.5	15/8	15/8	Chord	4/2	14	1	1/8	1/8	1	634	-be-									
66	64	479	479	4.0	0	0	Chord	4/2	21	1	1	1	1	635										
66	64	483	483	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	636										
66	64	485	485	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	637										
67	65	487	487	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	638	-le-									
67	65	489	489	1.0	1/2	1/2	Chord	4/2	14	1	1/4	1/4	1	639	-zza									
67	65	490	490	1.0	3/4	3/4	Chord	4/2	14	1	1/4	1/4	1	640	che									
67	65	491	491	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	641	non-									
67	65	492	492	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	642	-e									
67	65	493	493	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	643	fe-									
67	65	494	494	1.0	7/4	7/4	Chord	4/2	14	1	1/4	1/4	1	644	-rain									
67	65	487	487	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
67	65	487	487	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	645										
67	65	489	489	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
67	65	489	489	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	646										
67	65	491	491	0.0	1	1	FiguredBass	4/2	21	1	0											3/4	#	
67	65	491	491	3.0	1	1	Chord	4/2	21	1	3/4	1/2	3/2	647										
67	65	494	494	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	648										
68	66	495	495	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	649	bos-									
68	66	497	497	1.5	1/2	1/2	Chord	4/2	14	1	3/8	1/4	3/2	650	-co									
68	66	997/2	997/2	0.5	7/8	7/8	Chord	4/2	14	1	1/8	1/8	1	651	auge-									
68	66	499	499	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	652	-llo									
68	66	500	500	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	653	in									
68	66	501	501	2.0	3/2	3/2	Chord	4/2	14	1	1/2	1/2	1	654	fro									
68	66	495	495	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	655										
68	66	497	497	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	656										
68	66	499	499	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	657										
68	66	500	500	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	6	
68	66	500	500	1.0	5/4	5/4	Chord	4/2	21	1	1/4	1/4	1	658										
68	66	501	501	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	659										
69	67	503	503	1.0	0	0	Chord	4/2	14	1	1/4	1/4	1	660	da,									
69	67	504	504	1.0	1/4	1/4	Chord	4/2	14	1	1/4	1/4	1	661	O									
69	67	505	505	1.5	1/2	1/2	Chord	4/2	14	1	3/8	1/4	3/2	662	mu-									
69	67	1013/2	1013/2	0.5	7/8	7/8	Chord	4/2	14	1	1/8	1/8	1	663	-to									
69	67	507	507	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	664	pesce									
69	67	508	508	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	665	in									
69	67	509	509	2.0	3/2	3/2	Chord	4/2	14	1	1/2	1/2	1	666	on-									
69	67	503	503	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	667										
69	67	505	505	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	668										
69	67	507	507	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	669										
69	67	509	509	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	670										
70	68	511	511	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	671	-da									
70	68	513	513	1.0	1/2	1/2	Chord	4/2	14	1	1/4	1/4	1	672	Ch'og-									
70	68	514	514	0.5	3/4	3/4	Chord	4/2	14	1	1/8	1/8	1	673	-gi									
70	68	1029/2	1029/2	0.5	7/8	7/8	Chord	4/2	14	1	1/8	1/8	1	674	nu									
70	68	515	515	1.5	1	1	Chord	4/2	14	1	3/8	1/4	3/2	675	for-									
70	68	1033/2	1033/2	0.5	11/8	11/8	Chord	4/2	14	1	1/8	1/8	1	676	-mi,es-									
70	68	517	517	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	677	-pi-									
70	68	518	518	1.0	7/4	7/4	Chord	4/2	14	1	1/4	1/4	1	678	-ri									
70	68	511	511	4.0	0	0	Chord	4/2	21	1	1	1	1	679										
70	68	515	515	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	b	
70	68	515	515	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	680										
70	68	517	517	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
70	68	517	517	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	681										
71	69	520	520	1.0	1/4	1/4	Chord	4/2	14	1	1/4	1/4	1	682	Dol-									
71	69	521	521	2.0	1/2	1/2	Chord	4/2	14	1	1/2	1/2	1	683	-cis-									
71	69	523	523	0.5	1	1	Chord	4/2	14	1	1/8	1/8	1	684										
71	69	1047/2	1047/2	0.5	9/8	9/8	Chord	4/2	14	1	1/8	1/8	1	685	-si-									
71	69	524	524	0.75	5/4	5/4	Chord	4/2	14	1	3/16	1/8	3/2	686	-mi									
71	69	2099/4	2099/4	0.25	23/16	23/16	Chord	4/2	14	1	1/16	1/16	1	687	d'a-									
71	69	525	525	2.0	3/2	3/2	Chord	4/2	14	1	1/2	1/2	1	688	-mor									
71	69	519	519	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
71	69	519	519	4.0	0	0	Chord	4/2	21	1	1	1	1	689										
71	69	523	523	4.0	1	1	Chord	4/2	21	1	1	1	1	690										
72	70	527	527	1.0	0	0	Chord	4/2	14	1	1/4	1/4	1	691										
72	70	528	528	2.0	1/4	1/4	Chord	4/2	14	1	1/2	1/2	1	692	sen-									
72	70	530	530	1.0	3/4	3/4	Chord	4/2	14	1	1/4	1/4	1	693	-si,e-									
72	70	531	531	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	694										
72	70	532	532	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	695	-sos-									
72	70	533	533	2.0	3/2	3/2	Chord	4/2	14	1	1/2	1/2	1	696	-pi									
72	70	527	527	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	697										
72	70	529	529	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	6	
72	70	529	529	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	698										
72	70	531	531	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	699										
72	70	533	533	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	700										
73	71	535	535	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	701	ri									
73	71	538	538	1.0	3/4	3/4	Chord	4/2	14	1	1/4	1/4	1	702	Non									
73	71	539	539	3.0	1	1	Chord	4/2	14	1	3/4	1/2	3/2	703	pur									
73	71	542	542	1.0	7/4	7/4	Chord	4/2	14	1	1/4	1/4	1	704	son									
73	71	535	535	4.0	0	0	Chord	4/2	21	1	1	1	1	705										
73	71	539	539	4.0	1	1	Chord	4/2	21	1	1	1	1	706										
74	72	543	543	1.5	0	0	Chord	4/2	14	1	3/8	1/4	3/2	707	lie-									
74	72	1089/2	1089/2	0.5	3/8	3/8	Chord	4/2	14	1	1/8	1/8	1	708	-te									
74	72	545	545	2.0	1/2	1/2	Chord	4/2	14	1	1/2	1/2	1	709	l'al-									
74	72	547	547	2.0	1	1	Chord	4/2	14	1	1/2	1/2	1	710	-me									
74	72	550	550	1.0	7/4	7/4	Chord	4/2	14	1	1/4	1/4	1	711	e									
74	72	543	543	4.0	0	0	Chord	4/2	21	1	1	1	1	712										
74	72	547	547	4.0	1	1	Chord	4/2	21	1	1	1	1	713										
75	73	551	551	0.5	0	0	Chord	4/2	14	1	1/8	1/8	1	714	lie									
75	73	1103/2	1103/2	0.5	1/8	1/8	Chord	4/2	14	1	1/8	1/8	1	715										
75	73	552	552	0.5	1/4	1/4	Chord	4/2	14	1	1/8	1/8	1	716										
75	73	1105/2	1105/2	0.5	3/8	3/8	Chord	4/2	14	1	1/8	1/8	1	717										
75	73	553	553	1.0	1/2	1/2	Chord	4/2	14	1	1/4	1/4	1	718										
75	73	554	554	1.0	3/4	3/4	Chord	4/2	14	1	1/4	1/4	1	719	tii									
75	73	555	555	2.0	1	1	Chord	4/2	14	1	1/2	1/2	1	720	co-									
75	73	557	557	1.0	3/2	3/2	Chord	4/2	14	1	1/4	1/4	1	721	-ri									
75	73	558	558	1.0	7/4	7/4	Chord	4/2	14	1	1/4	1/4	1	722	De									
75	73	551	551	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	723										
75	73	554	554	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	724										
75	73	555	555	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	725										
75	73	557	557	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
75	73	557	557	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	726										
76	74	559	559	3.0	0	0	Chord	4/2	14	1	3/4	1/2	3/2	727	vos-									
76	74	562	562	1.0	3/4	3/4	Chord	4/2	14	1	1/4	1/4	1	728	-tri									
76	74	563	563	1.0	1	1	Chord	4/2	14	1	1/4	1/4	1	729	dol-									
76	74	564	564	1.0	5/4	5/4	Chord	4/2	14	1	1/4	1/4	1	730	-ci									
76	74	565	565	2.0	3/2	3/2	Chord	4/2	14	1	1/2	1/2	1	731	amo-									
76	74	559	559	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	732										
76	74	561	561	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	733										
76	74	563	563	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	734										
76	74	564	564	1.0	5/4	5/4	Chord	4/2	21	1	1/4	1/4	1	735										
76	74	565	565	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
76	74	565	565	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	736										
77	75	570	570	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	737	In									
77	75	571	571	1.5	1	1	Chord	4/2	1	1	3/8	1/4	3/2	738	mil-									
77	75	1145/2	1145/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	739	-le									
77	75	573	573	1.5	3/2	3/2	Chord	4/2	1	1	3/8	1/4	3/2	740	guise,									
77	75	1149/2	1149/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	741	e									
77	75	567	567	2.0	0	0	Chord	4/2	14	1	1/2	1/2	1	742	-ri									
77	75	567	567	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
77	75	567	567	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	743										
77	75	569	569	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
77	75	569	569	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	744										
77	75	571	571	4.0	1	1	Chord	4/2	21	1	1	1	1	745										
78	76	575	575	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	746	mi-									
78	76	577	577	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	747	-lle									
78	76	579	579	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	748	Cres-									
78	76	580	580	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	749	-con									
78	76	1161/2	1161/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	750	le-									
78	76	581	581	1.5	3/2	3/2	Chord	4/2	1	1	3/8	1/4	3/2	751	-gio-									
78	76	1165/2	1165/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	752	-ie									
78	76	575	575	4.0	0	0	Chord	4/2	21	1	1	1	1	753										
78	76	579	579	4.0	1	1	Chord	4/2	21	1	1	1	1	754										
79	77	583	583	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	755	mie									
79	77	585	585	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	756	dent-									
79	77	586	586	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	757	-r'al									
79	77	1173/2	1173/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	758	mio									
79	77	587	587	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	759	pet-									
79	77	589	589	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	760	-to									
79	77	583	583	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	761										
79	77	585	585	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	762										
79	77	587	587	4.0	1	1	Chord	4/2	21	1	1	1	1	763										
80	78	591	591	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	764	Mentr'									
80	78	592	592	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	765	o-									
80	78	593	593	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	766	-gn'u-									
80	78	594	594	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	767	-na									
80	78	1189/2	1189/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	768	di									
80	78	595	595	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	769	voi									
80	78	596	596	2.0	5/4	5/4	Chord	4/2	1	1	1/2	1/2	1	770	par									
80	78	598	598	0.5	7/4	7/4	Chord	4/2	1	1	1/8	1/8	1	771	che									
80	78	1197/2	1197/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	772	scin-									
80	78	591	591	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	773										
80	78	593	593	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	774										
80	78	595	595	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	775										
80	78	597	597	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	6	
80	78	597	597	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	776										
81	79	599	599	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	777	-til-									
81	79	600	600	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	778	-li									
81	79	602	602	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	779	Dal-									
81	79	1205/2	1205/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	780	-bel									
81	79	603	603	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	781	guar-									
81	79	604	604	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	782	-do									
81	79	1209/2	1209/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	783	se-									
81	79	605	605	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	784	-ren									
81	79	606	606	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	785	gioia									
81	79	599	599	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	786										
81	79	601	601	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	787										
81	79	603	603	4.0	1	1	Chord	4/2	21	1	1	1	1	788										
82	80	607	607	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	789										
82	80	608	608	0.5	1/4	1/4	Chord	4/2	1	1	1/8	1/8	1	790	e									
82	80	1217/2	1217/2	0.5	3/8	3/8	Chord	4/2	1	1	1/8	1/8	1	791	di-									
82	80	609	609	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	792	-le-									
82	80	611	611	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	793	-tto									
82	80	614	614	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	794	Ma									
82	80	607	607	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
82	80	607	607	4.0	0	0	Chord	4/2	21	1	1	1	1	795										
82	80	611	611	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
82	80	611	611	4.0	1	1	Chord	4/2	21	1	1	1	1	796										
83	81	615	615	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	797	deh									
83	81	617	617	0.5	1/2	1/2	Chord	4/2	1	1	1/8	1/8	1	798										
83	81	1235/2	1235/2	0.5	5/8	5/8	Chord	4/2	1	1	1/8	1/8	1	799	com-									
83	81	618	618	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	800	-pagn'-									
83	81	1237/2	1237/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	801	-an									
83	81	619	619	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	802	ta-									
83	81	621	621	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	803	-te									
83	81	615	615	4.0	0	0	Chord	4/2	21	1	1	1	1	804										
83	81	619	619	4.0	1	1	Chord	4/2	21	1	1	1	1	805										
84	82	623	623	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	806	La-									
84	82	624	624	0.5	1/4	1/4	Chord	4/2	1	1	1/8	1/8	1	807	-tra									
84	82	1249/2	1249/2	0.5	3/8	3/8	Chord	4/2	1	1	1/8	1/8	1	808	quell'									
84	82	625	625	1.5	1/2	1/2	Chord	4/2	1	1	3/8	1/4	3/2	809	om-									
84	82	1253/2	1253/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	810	-bre									
84	82	627	627	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	811	gra-									
84	82	629	629	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	812	-te									
84	82	630	630	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	813	mo									
84	82	623	623	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	814										
84	82	626	626	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	#	
84	82	626	626	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	815										
84	82	627	627	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	816										
84	82	629	629	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	817										
85	83	631	631	0.5	0	0	Chord	4/2	1	1	1/8	1/8	1	818	nian									
85	83	1263/2	1263/2	0.5	1/8	1/8	Chord	4/2	1	1	1/8	1/8	1	819	di-									
85	83	632	632	0.5	1/4	1/4	Chord	4/2	1	1	1/8	1/8	1	820	-quel									
85	83	1265/2	1265/2	0.5	3/8	3/8	Chord	4/2	1	1	1/8	1/8	1	821	fio-									
85	83	633	633	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	822	-ri									
85	83	634	634	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	823	to									
85	83	635	635	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	824										
85	83	636	636	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	825	almo									
85	83	1273/2	1273/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	826	bos-									
85	83	637	637	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	827	-che-									
85	83	631	631	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	828										
85	83	633	633	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	829										
85	83	635	635	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	830										
85	83	637	637	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	831										
86	84	639	639	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	832	-tto									
